,Kabupaten_Kota,Kecamatan,Kelurahan,Kelamin,Pekerjaan,Jumlah
3274,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Konstruksi,1
3275,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Transportasi,5
3276,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Karyawan Swasta,14450
3277,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Karyawan BUMN,15
3278,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Karyawan Honorer,8
3279,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Buruh Harian Lepas,770
3280,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Buruh Tani/Perkebunan,5
3281,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Pembantu Rumah Tangga,0
3282,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Tukang Batu,1
3283,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Tukang Kayu,2
3284,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Tukang Jahit,2
3285,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Penata Rambut,0
3286,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Mekanik,3
3287,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Seniman,7
3288,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Pendeta,18
3289,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Pastor,1
3290,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Wartawan,21
3291,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Ustadz/Mubaligh,1
3292,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Dosen,31
3293,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Guru,216
3294,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Pengacara,11
3295,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Arsitek,2
3296,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Konsultan,4
3297,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Dokter,37
3298,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Bidan,0
3299,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Perawat,3
3300,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Apoteker,1
3301,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Sopir,132
3302,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Pedagang,354
3303,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Biarawan/Biarawati,0
3304,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Wiraswasta,4197
3305,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,LAKI-LAKI,Lainnya,24
3306,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Belum/Tidak Bekerja,41
3307,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Mengurus Rumah Tangga,2
3308,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Pelajar/Mahasiswa,122
3309,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Pensiunan,97
3310,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Pegawai Negeri Sipil,103
3311,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Tentara Nasional Indonesia,41
3312,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Kepolisian RI,120
3313,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Perdagangan,2
3314,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Petani/Pekebun,6
3315,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Industri,3
3316,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Transportasi,5
3317,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Karyawan Swasta,7874
3318,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Karyawan BUMN,18
3319,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Karyawan BUMD,2
3320,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Karyawan Honorer,9
3321,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Buruh Harian Lepas,502
3322,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Pembantu Rumah Tangga,0
3323,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Mekanik,1
3324,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Seniman,6
3325,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Pendeta,8
3326,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Wartawan,12
3327,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Anggota DPR-RI,1
3328,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Dosen,9
3329,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Guru,63
3330,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Pengacara,6
3331,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Notaris,1
3332,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Konsultan,1
3333,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Dokter,8
3334,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Bidan,0
3335,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Perawat,1
3336,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Pelaut,5
3337,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Sopir,75
3338,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Pedagang,90
3339,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Wiraswasta,1740
3340,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,LAKI-LAKI,Lainnya,13
3341,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Belum/Tidak Bekerja,60
3342,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Mengurus Rumah Tangga,34
3343,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Pelajar/Mahasiswa,275
3344,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Pensiunan,191
3345,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Pegawai Negeri Sipil,184
3346,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Tentara Nasional Indonesia,92
3347,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Kepolisian RI,121
3348,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Perdagangan,12
3349,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Petani/Pekebun,13
3350,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Nelayan/Perikanan,1
3351,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Industri,18
3352,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Konstruksi,5
3353,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Transportasi,11
3354,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Karyawan Swasta,36235
3355,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Karyawan BUMN,23
3356,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Karyawan BUMD,1
3357,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Karyawan Honorer,15
3358,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Buruh Harian Lepas,1656
3359,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Buruh Tani/Perkebunan,3
3360,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Buruh Nelayan/Perikanan,3
3361,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Pembantu Rumah Tangga,0
3362,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Tukang Sol Sepatu,1
3363,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Tukang Jahit,4
3364,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Mekanik,6
3365,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Seniman,4
3366,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Pendeta,35
3367,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Pastor,1
3368,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Wartawan,46
3369,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Ustadz/Mubaligh,2
3370,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Anggota BPK,1
3371,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Anggota DPRD Provinsi,1
3372,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Dosen,20
3373,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Guru,262
3374,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Pilot,1
3375,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Pengacara,10
3376,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Notaris,2
3377,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Arsitek,1
3378,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Konsultan,2
3379,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Dokter,14
3380,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Bidan,0
3381,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Perawat,9
3382,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Pelaut,10
3383,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Sopir,256
3384,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Pedagang,575
3385,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Biarawan/Biarawati,0
3386,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Wiraswasta,4384
3387,JAKARTA BARAT,CENGKARENG,KAPUK,LAKI-LAKI,Lainnya,68
3388,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Belum/Tidak Bekerja,80
3389,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Mengurus Rumah Tangga,9
3390,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Pelajar/Mahasiswa,248
3391,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Pensiunan,162
3392,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Pegawai Negeri Sipil,277
3393,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Tentara Nasional Indonesia,79
3394,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Kepolisian RI,104
3395,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Perdagangan,12
3396,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Petani/Pekebun,4
3397,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Nelayan/Perikanan,2
3398,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Industri,15
3399,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Konstruksi,4
3400,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Transportasi,6
3401,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Karyawan Swasta,17534
3402,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Karyawan BUMN,21
3403,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Karyawan BUMD,2
3404,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Karyawan Honorer,14
3405,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Buruh Harian Lepas,2210
3406,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Buruh Tani/Perkebunan,3
3407,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Tukang Kayu,1
3408,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Tukang Jahit,4
3409,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Penata Rias,1
3410,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Mekanik,5
3411,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Seniman,7
3412,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Pendeta,29
3413,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Wartawan,35
3414,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Ustadz/Mubaligh,1
3415,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Anggota DPRD Kabupaten/Kota,1
3416,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Dosen,18
3417,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Guru,288
3418,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Pilot,2
3419,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Pengacara,14
3420,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Notaris,2
3421,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Konsultan,2
3422,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Dokter,20
3423,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Bidan,0
3424,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Perawat,14
3425,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Apoteker,1
3426,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Pelaut,4
3427,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Peneliti,1
3428,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Sopir,210
3429,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Paranormal,1
3430,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Pedagang,345
3431,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Wiraswasta,4493
3432,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,LAKI-LAKI,Lainnya,44
3433,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Belum/Tidak Bekerja,40
3434,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Mengurus Rumah Tangga,3
3435,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Pelajar/Mahasiswa,88
3436,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Pensiunan,113
3437,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Pegawai Negeri Sipil,73
3438,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Tentara Nasional Indonesia,9
3439,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Kepolisian RI,6
3440,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Perdagangan,2
3441,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Petani/Pekebun,1
3442,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Nelayan/Perikanan,1
3443,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Industri,1
3444,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Konstruksi,1
3445,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Transportasi,1
3446,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Karyawan Swasta,3254
3447,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Karyawan BUMN,26
3448,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Karyawan BUMD,2
3449,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Karyawan Honorer,6
3450,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Buruh Harian Lepas,220
3451,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Pembantu Rumah Tangga,0
3452,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Tukang Batu,1
3453,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Tukang Jahit,1
3454,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Seniman,3
3455,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Pendeta,8
3456,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Pastor,1
3457,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Wartawan,4
3458,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Dosen,15
3459,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Guru,24
3460,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Pengacara,8
3461,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Notaris,1
3462,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Arsitek,2
3463,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Konsultan,0
3464,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Dokter,31
3465,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Apoteker,0
3466,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Peneliti,1
3467,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Sopir,55
3468,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Pedagang,147
3469,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Wiraswasta,1165
3470,JAKARTA BARAT,GROGOL PETAMBURAN,GROGOL,LAKI-LAKI,Lainnya,11
3471,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Belum/Tidak Bekerja,71
3472,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Mengurus Rumah Tangga,1
3473,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Pelajar/Mahasiswa,39
3474,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Pensiunan,180
3475,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Pegawai Negeri Sipil,79
3476,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Tentara Nasional Indonesia,10
3477,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Kepolisian RI,15
3478,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Industri,1
3479,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Karyawan Swasta,3299
3480,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Karyawan BUMN,19
3481,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Karyawan BUMD,1
3482,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Karyawan Honorer,8
3483,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Buruh Harian Lepas,175
3484,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Tukang Jahit,0
3485,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Penata Rambut,0
3486,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Mekanik,6
3487,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Seniman,6
3488,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Imam Mesjid,1
3489,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Pendeta,18
3490,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,LAKI-LAKI,Wartawan,4
